# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 26 09:18:59 2022
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%transit%'
# CONSTRAINT:  and disc_facility like '%k2%'
# CONSTRAINT:  and soltype like '%confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,pl_letter,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 201757695.02,EPIC 201757695,b,,1,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,2.04780000,0.00010000,-0.00010000,0,0.029600,0.000500,-0.000500,0,0.908,0.059,-0.064,0,0.081,0.005,-0.006,0,,,,,,,,,,0.000000,,,0,,,,,,,,,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,4520.00,108.00,-54.00,0,0.66,0.04,-0.04,0,0.73,0.04,-0.05,0,-0.003,0.120,-0.300,0,[Fe/H],4.66,0.04,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,,,,14.9740000,0.1370000,-0.1370000,12.1490000,0.0260000,-0.0260000,,,,2020-11-13,2020-08,2020-11-19
EPIC 201833600 c,K2-50,c,Gaia DR2 3817000078053804672,1,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,3.96151000,0.00046000,-0.00051000,0,,,,,1.000,0.120,-0.110,0,0.089,0.011,-0.010,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.61,0.06,-0.06,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890,257.4430000,3.2390000,-3.2390000,14.7050000,0.1600000,-0.1600000,11.6640000,0.0230000,-0.0230000,14.2575000,0.0005130,-0.0005130,2019-06-03,2019-07,2019-06-13
EPIC 201841433 b,EPIC 201841433,b,Gaia DR2 3909373932553827072,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,4.16980000,0.00010000,-0.00010000,0,0.035000,0.000900,-0.001000,0,1.040,0.037,-0.032,0,0.093,0.003,-0.003,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp; Fors 2020</a>,,5053.00,103.00,-166.00,0,0.63,0.04,-0.02,0,0.80,0.08,-0.16,0,0.000,,,0,[Fe/H],4.59,0.05,-2.86,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.4880000,8.1780010,-7.8880000,14.9830000,0.1140000,-0.1140000,12.4540000,0.0300000,-0.0300000,14.5885000,0.0005100,-0.0005100,2020-11-13,2020-08,2020-11-19
EPIC 201841433 b,EPIC 201841433,b,Gaia DR2 3909373932553827072,0,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,4.16959000,0.00051000,-0.00053000,0,,,,,1.100,0.140,-0.120,0,0.098,0.012,-0.011,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.80,0.08,-0.16,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.4880000,8.1780010,-7.8880000,14.9830000,0.1140000,-0.1140000,12.4540000,0.0300000,-0.0300000,14.5885000,0.0005100,-0.0005100,2020-11-13,2019-07,2019-06-13
EPIC 205950854 c,K2-168,c,Gaia DR2 6826271727199243264,1,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,8.05072200,0.00007500,-0.00003800,0,,,,,1.310,0.144,-0.063,0,0.117,0.013,-0.006,0,,,,,,,,,,,,,,,,,,961,20,-10,0,0,<a refstr=HEDGES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...880L...5H/abstract target=ref>Hedges et al. 2019</a>,,5502.70,101.00,-50.50,0,0.83,0.09,-0.04,0,0.88,0.06,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.9350000,4.2390000,-4.0990000,12.3650000,0.0690000,-0.0690000,10.5490000,0.0240000,-0.0240000,12.0976000,0.0003050,-0.0003050,2019-08-09,2019-07,2019-08-15
EPIC 205950854 c,K2-168,c,Gaia DR2 6826271727199243264,0,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,8.04680000,0.00240000,-0.00250000,0,,,,,1.180,0.130,-0.100,0,0.105,0.012,-0.009,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.91,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.9350000,4.2390000,-4.0990000,12.3650000,0.0690000,-0.0690000,10.5490000,0.0240000,-0.0240000,12.0976000,0.0003050,-0.0003050,2019-08-09,2019-07,2019-06-13
EPIC 206024342 b,EPIC 206024342,b,Gaia DR2 6839540362940861568,1,1,3,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,4.50756000,0.00062000,-0.00060000,0,,,,,1.700,0.590,-0.310,0,0.152,0.053,-0.028,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.93,0.08,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000,4.9900000,-4.8600000,13.0960000,0.0800000,-0.0800000,11.4870000,0.0230000,-0.0230000,12.9682000,0.0003840,-0.0003840,2019-06-03,2019-07,2019-06-13
EPIC 206024342 c,EPIC 206024342,c,Gaia DR2 6839540362940861568,1,1,3,Transit,2021,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.91172400,0.00007600,-0.00007600,0,,,,,1.400,0.500,-0.500,0,0.125,0.045,-0.045,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5724.00,72.00,-72.00,0,1.10,0.36,-0.36,0,,,,,-0.220,0.060,-0.060,0,[Fe/H],4.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000,4.9900000,-4.8600000,13.0960000,0.0800000,-0.0800000,11.4870000,0.0230000,-0.0230000,12.9682000,0.0003840,-0.0003840,2021-10-25,2021-08,2021-10-25
EPIC 206024342 d,EPIC 206024342,d,Gaia DR2 6839540362940861568,1,1,3,Transit,2021,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,14.64753100,0.00000410,-0.00000410,0,,,,,2.600,0.900,-0.900,0,0.232,0.080,-0.080,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5724.00,72.00,-72.00,0,1.10,0.36,-0.36,0,,,,,-0.220,0.060,-0.060,0,[Fe/H],4.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000,4.9900000,-4.8600000,13.0960000,0.0800000,-0.0800000,11.4870000,0.0230000,-0.0230000,12.9682000,0.0003840,-0.0003840,2021-10-25,2021-08,2021-10-25
EPIC 206032309 b,EPIC 206032309,b,Gaia DR2 2597400855444243840,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.87814000,0.00023000,-0.00026000,0,,,,,1.010,0.240,-0.130,0,0.090,0.021,-0.012,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.22,0.04,-0.06,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,161.3650000,1.7930000,-1.7930000,17.8900000,0.2000000,-0.2000000,12.5380000,0.0260000,-0.0260000,16.0689000,0.0010700,-0.0010700,2019-06-03,2019-07,2019-06-13
EPIC 206042996 b,EPIC 206042996,b,Gaia DR2 2600942622915012608,0,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,5.29711000,0.00074000,-0.00070000,0,,,,,1.620,0.170,-0.190,0,0.145,0.015,-0.017,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.56,0.05,-0.05,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000,13.9760000,-13.1760000,16.5900000,1.1330000,-1.1330000,13.0710000,0.0330000,-0.0330000,15.9752000,0.0009690,-0.0009690,2019-06-03,2019-07,2019-06-13
EPIC 206042996 b,EPIC 206042996,b,Gaia DR2 2600942622915012608,1,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,5.29860000,0.00060000,-0.00060000,0,,,,,1.700,0.200,-0.200,0,0.152,0.018,-0.018,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,4114.00,99.00,-99.00,0,0.50,0.04,-0.04,0,,,,,0.006,0.120,-0.120,0,[Fe/H],4.80,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000,13.9760000,-13.1760000,16.5900000,1.1330000,-1.1330000,13.0710000,0.0330000,-0.0330000,15.9752000,0.0009690,-0.0009690,2022-03-28,2021-08,2022-03-28
EPIC 206042996 c,EPIC 206042996,c,Gaia DR2 2600942622915012608,1,1,2,Transit,2021,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.35488400,0.00006300,-0.00006300,0,,,,,1.200,0.200,-0.100,0,0.107,0.018,-0.009,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,4114.00,99.00,-99.00,0,0.50,0.04,-0.04,0,,,,,0.006,0.120,-0.120,0,[Fe/H],4.80,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.7690000,13.9760000,-13.1760000,16.5900000,1.1330000,-1.1330000,13.0710000,0.0330000,-0.0330000,15.9752000,0.0009690,-0.0009690,2021-10-25,2021-08,2021-10-25
EPIC 206215704 b,EPIC 206215704,b,Gaia DR2 2615281560211505408,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,2.25543600,0.00009100,-0.00009100,0,,,,,1.000,0.100,-0.090,0,0.089,0.009,-0.008,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,3297.00,73.00,-73.00,0,0.25,0.01,-0.01,0,,,,,-0.330,0.093,-0.093,0,[Fe/H],4.90,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.8880000,1.0800000,-1.0800000,17.8300000,0.2000000,-0.2000000,12.7670000,0.0290000,-0.0290000,16.1722000,0.0009790,-0.0009790,2022-03-28,2021-08,2022-03-28
EPIC 206215704 b,EPIC 206215704,b,Gaia DR2 2615281560211505408,0,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,2.25372000,0.00047000,-0.00047000,0,,,,,0.900,0.190,-0.200,0,0.080,0.017,-0.018,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.41,0.10,-0.08,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.8880000,1.0800000,-1.0800000,17.8300000,0.2000000,-0.2000000,12.7670000,0.0290000,-0.0290000,16.1722000,0.0009790,-0.0009790,2019-06-03,2019-07,2019-06-13
EPIC 206317286 b,EPIC 206317286,b,Gaia DR2 2621545958991110144,1,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,1.58252000,0.00017000,-0.00018000,0,,,,,0.960,0.110,-0.150,0,0.086,0.010,-0.013,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,,,,,,,,0.71,0.09,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000,2.9360000,-2.8820000,14.0050000,0.0800000,-0.0800000,11.6350000,0.0250000,-0.0250000,13.7740000,0.0002990,-0.0002990,2019-06-03,2019-07,2019-06-13
EPIC 206317286 c,EPIC 206317286,c,Gaia DR2 2621545958991110144,1,1,2,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,17.51547200,0.00228800,-0.00296500,0,,,,,2.094,0.176,-0.160,0,0.187,0.016,-0.014,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4752.00,138.00,-138.00,0,0.76,0.05,-0.06,0,0.83,0.25,-0.37,0,0.019,0.235,-0.235,0,[Fe/H],4.60,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560,314.3500000,2.9360000,-2.8820000,14.0050000,0.0800000,-0.0800000,11.6350000,0.0250000,-0.0250000,13.7740000,0.0002990,-0.0002990,2022-03-16,2022-03,2022-03-16
EPIC 211822797 b,EPIC 211822797,b,Gaia DR2 658607950370340608,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,21.16986100,0.00172500,-0.00169500,0,0.131000,0.004000,-0.005000,0,1.980,0.110,-0.110,0,0.177,0.010,-0.010,0,,,,,,,,,,0.060000,0.135970,-0.048705,0,3.50,0.50,-0.50,0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4148.21,82.41,-80.21,0,0.57,0.03,-0.03,0,0.66,0.07,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.1970000,1.3645000,-1.3645000,15.1330000,0.1600000,-0.1600000,11.4290000,0.0180000,-0.0180000,14.5263000,0.0003230,-0.0003230,2017-12-12,2017-11,2017-10-26
